UNICA ATACADISTA DE TINTAS

FORNECEDORES - COMPLETO 31/08/2026 19:55

Cadastro Inicial : TODOS
Cadastro Final : TODOS
Atividade : TODOS
Material para Revenda : TODOS
Situação : ATIVOS
Ordenar por : CÓDIGO
Destino : CSV

CÓDIGO;NOME DO FORNECEDOR;ENDEREÇO;BAIRRO;CIDADE;UF;;C.E.P.;CAIXA POSTAL;C.P.F./C.N.P.J.;INSC. ESTADUAL;;CONTATO;DATA DE CADASTRO;TELEFONE;FAX
"00000580";"CEMIG DISTRIBUIÇÃO S.A";"AV.BARBACENA 1200 17 ANDAR ALA A1";"";"UNAÍ";"MG";" ";"30190131";"";"06981180000116";"";" ";"";27/10/2021;"";""
"00000581";"ORIGAMI COMERCIO DE RESIDUOS DE PAPEL E PAPELAO";"R IGNEZ DE SOUZA SOARES 745";"TATUGUARA";"CURITIBA";"PR";" ";"81940010";"";"31715680000153";"";" ";"";04/11/2021;"41 32659415";""
"00000582";"PLASTIKA INDUSTRIA";"ALAMEDA VITORIA REGIA 531 QD 51 LOTE 19";"GOIANIA 2";"GOIÂNIA";"GO";" ";"74663630";"";"15436096000102";"";" ";"";10/11/2021;"";""
"00000583";"TINTAS RENOVARE";"AV OTACILIO DOS SANTOS FARIA Q 08";"ALEXANDRIA";"GOIÂNIA";"GO";" ";"72930000";"";"14042069000192";"";" ";"";11/11/2021;"62 31421342";""
"00000584";"LCGA SERVIÇOS E MANUTENLOES EIRELI";"RUA 7 LOTE 335 LJ 5";"";"BRASILIA";"DF";" ";"72003365";"";"26009318000127";"";" ";"";19/11/2021;"";""
"00000585";"VOXER COMERCIO DE CERAS E POLIDORES LTDA";"ARARE N.S/N";"PARQUE GUADALAJARA";"CAUCAIA";"CE";" ";"61650110";"";"43262205000158";"";" ";"";26/11/2021;"85988254326";""
"00000586";"UZUCLEAN INS COM IMP EXP LTDA";"RUA CESAR MUGNATO";"";"UBERLÂNDIA";"MG";" ";"38402810";"";"09271415000174";"";" ";"";01/12/2021;"";""
"00000587";"MARQUELLE ANTUNES TEIXEIRA";"SCIA 14 QUADRA 10 LOTA";"";"BRASILIA";"DF";" ";"71150150";"";"40643664000193";"";" ";"";22/12/2021;"";""
"00000588";"ALUGUEL LUZIANIA";"ALUGUEL LUZIANIA";"";"LUZIÂNIA";"GO";" ";"72150250";"";"11111111111";"";" ";"";28/12/2021;"";""
"00000589";"JEOLOG TRANSPORTES";"ROD BR 153 AREA SN GALPAO 6";"FAZENDA RETIRO";"GOIÂNIA";"GO";" ";"74620430";"";"07515384000124";"";" ";"";04/01/2022;"";""
"00000590";"2° OFICIO DE PROTESTO DE TITULOS DO GUARA";"SIA QUADRA C";"";"GUARA";"DF";" ";"71200054";"";"04364134000142";"";" ";"";15/02/2022;"";""
"00000591";"FF BORGES COMERCIO DE MATERIAIS ELETRICOS";"QUADRA 4 C BLOCO C";"";"GUARA";"DF";" ";"71200048";"";"27136996000113";"";" ";"";24/02/2022;"";""
"00000592";"DIVERSOS SALARIO";"0000000000000000000";"";"1";"DF";" ";"01010000";"";"11111111111";"";" ";"";07/03/2022;"";""
"00000593";"DPRF- DEPARTAMENTO DE POLICIA RODOVIARIA FEDERAL";"SUPERENTENDENCIA REGIONAL DO GOIAS";"";"GOIAS";"DF";" ";"74543380";"";"00394494011685";"";" ";"";14/03/2022;"";""
"00000594";"CIA ULTRAGAZ S/A";"ST. HAB. VICENTE PIRES - TAGUATINGA";"TAGUATINGA";"BRASSILIA";"DF";" ";"72007730";"";"61602199005858";"";" ";"";09/04/2022;"";""
"00000595";"ALERTA SEGURANÇA E SAUDE OCUPACIONAL LTDA";"R ALBA GONZAGA, 777";"";"UNAÍ";"MG";" ";"38616040";"";"19454575000102";"";" ";"";13/04/2022;"";""
"00000596";"ESTACAO JAPAN COMERCIO DE VEICULOS LTDA";"AVENIDA COMERCIAL 14 TRECHO 01 LOTE 5";"SETOR HABITACIONAL - LOGO NORTE";"BRASILIA";"DF";" ";"71551010";"";"11727257000166";"";" ";"";17/05/2022;"98981902310";""
"00000597";"NATIVA TRANSPORTE";"RUA EDVINO ANTONIO DEBANI, 225-23";"FAZENDINHA";"CURITIBA";"PR";" ";"81330600";"";"33749005000170";"";" ";"";30/05/2022;"61 37722953";""
"00000598";"SAGA CRT";"CRT";"SOF SUL";"1";"DF";" ";"71150250";"";"12657826000107";"";" ";"";02/06/2022;"";""
"00000599";"MERCANTIL CANOPUS COMERCIO DE MOTOCICLETAS LTDA";"QNM QD 12";"BRASILIA";"DF";"DF";" ";"12210120";"";"02974456000188";"";" ";"";07/06/2022;"";""
"00000600";"TINBOUND MARKETING";"ADE CJ 13 LT 41/42 SALA 202";"";"BRAILIA";"DF";" ";"71250150";"";"34652572000177";"";" ";"";13/06/2022;"";""
"00000601";"RECEITA FEDERAL";"SAUS Q. 3 BL O";"";"ASA SUL";"DF";" ";"70079900";"";"00394460005887";"";" ";"";21/06/2022;"";""
"00000602";"SONAVOIP TELECOMUNICACOES LTDA";"SANTA RITA CARATINGA-MG";"";"CARATINGA";"MG";" ";"35302025";"";"11833079000158";"";" ";"";27/06/2022;"";""
"00000603";"CARLOS G L FEITOSA (TONNER)";"R 6 CH";"";"BRASILIA";"DF";" ";"71150250";"";"27050910000135";"";" ";"";28/06/2022;"";""
"00000604";"QUALITY GONDOLAS & PORTA PALETE";"BR 060  KM 01";"";"BRASILIA";"DF";" ";"74484470";"";"31038005000137";"";" ";"";05/07/2022;"";""
"00000605";"CASA E FESTA ACESSORIOS E FANTASIAS LTDA";"SIA TRECHO 06";"";"BRASILIA";"DF";" ";"71205060";"";"26525433000669";"";" ";"";05/07/2022;"";""
"00000606";"CANAL COACHING APOIO ADMINISTRATIVO LTDA";"ST SIG QD 1";"";"BSB";"DF";" ";"70610410";"";"16895510000104";"";" ";"";06/07/2022;"";""
"00000607";"BOMBEIROS GO";"RUA DOM HELDER CÂMARA QD 49A 49 - A";"";"LUZIANIA";"GO";" ";"72804250";"";"05920890000173";"";" ";"";12/07/2022;"";""
"00000608";"ALELO";"ALPHAVILLE C IND E EMPAL";"BARUERI";"BARUERI";"SP";" ";"06455030";"";"04740876000125";"";" ";"";03/08/2022;"";""
"00000609";"OAK TRANSPT E LOGISTICA";"R 4A AREAFEIRA 05 -";"BRASILIA";"BRASILIA";"DF";" ";"72006253";"";"47159515000100";"";" ";"";10/08/2022;"";""
"00000610";"REDE CARD";"SEDE: AV. MARCOS PENTEADO DE ULHÔA RODRIGUES";"";"BARUERI";"SP";" ";"71250150";"";"01425787000104";"";" ";"";20/08/2022;"";""
"00000611";"EQUATORIAL ENERGIA";"RUA 2 QD 4";"JARDIM GOIÁS";"GOIÂNIA";"GO";" ";"74805180";"";"01543032000104";"";" ";"";22/09/2022;"";""
"00000612";"PALETRANS EQUIPAMENTOS LTDA";"R PALETRANS, 100";"";"CRAVINHOS";"SP";" ";"14140000";"";"50770445000129";"";" ";"";26/10/2022;"";""
"00000613";"SISTEMA SIGA LTDA";"VILA DAS PALMEIRAS";"";"BRASILIA";"DF";" ";"07024070";"";"30054180000155";"";" ";"";09/11/2022;"";""
"00000614";"FUNDO GARANTIA DO TEMPO DE SERVIÇO";"0000000000000";"";"BRASILIA";"DF";" ";"71150250";"";"00360305000104";"";" ";"";14/12/2022;"";""
"00000615";"JEFFERSON DINIS DE OLIVEIRA DUARTE";"QUADRA 36 COMERCIO LOJA 07";"";"BRASILIA";"DF";" ";"72465365";"";"40257178000137";"";" ";"";19/12/2022;"";""
"00000616";"NEX SERVIÇOS EM TECNOLOGIA DA INFORMAÇÃO LTDA";"SCES TRECHO 2";"SETOR DE CLUBE ESPORTIVOS SUL";"BRASILIA";"DF";" ";"70200002";"";"39879337000156";"";" ";"";11/01/2023;"";""
"00000617";"AGE TECNOLOGIA DA INFORMATICA LTDA";"SCS QUADRA 7 BLOCO A";"ASA SUL";"BRASILIA";"DF";" ";"70307902";"";"40085642000155";"";" ";"";19/01/2023;"";""
"00000618";"MERCEDEZ BENZ";"ROD GOV. MARIO COVAS, 63101 CJ 1 SL1";"";"CARIACICA";"ES";" ";"29158900";"";"31715616000415";"";" ";"";04/05/2023;"";""
"00000619";"PANAMERICANO TRANSPORTE RODOVIARIO DE CARGAS LTDA";"RUA BENEDITO DE SANTANA";"VÁRZEA DO PALACIO";"GUARULHOS";"SP";" ";"07034080";"";"03301398000275";"";" ";"";13/07/2023;"";""
"01000001";"ABRACE";"QE 25 AREA ESPECIAL 1";"GUARA II";"BRASILIA";"DF";" ";"71025015";"";"01973478000160";"";" ";"";20/01/2021;"";""
"02000001";"DT TINTAS COMERCIO VAREJISTA LIMITADA";"SIA SUL QD 04 C LOTE 51";"SETOR DE INDUSTRIA E ABASTECIMENTO";"BRASILIA";"DF";" ";"71208900";"";"40994045000224";"";" ";"";02/06/2021;"61 33610580";""
"11000387";"MAXI RUBBER INDUSTRIAS QUIMICAS LTDA";"AV LUIZ MERENDA";"CAMPANARIO";"DIADEMA";"SP";" ";"09931390";"";"00283822000470";"286391325110";" ";"";21/01/2019;"55 11409277";""
"11000388";"ARTHUR D EL REI FRAGA FILHO EPP";"RUA DR GERINO DE SOUZA FILHO";"ITINGA";"LAURO DE FREITAS";"BA";" ";"42738200";"";"29198474000171";"145170903";" ";"";12/04/2019;"71 03026707";""
"11000389";"CARVIC COM VER DE PROD E EQ P/ REP AUTO LTDA";"SIA TRRECHO 2 LOTE";"SIA";"BRASILIA";"DF";" ";"71200020";"";"07520211000102";"0746890000185";" ";"";11/09/2019;"";""
"11000390";"LIMA E PERGHER INDUSTRIA E COMERCIO S/A";"AV AIRTON BORGES DA SILVA";"MARTA HELENA";"JARDINS";"MG";" ";"38402100";"";"22685341000695";"7025614230220";" ";"";20/05/2020;"03 43292610";""
"11000391";"BRAZILIAN COLOR INDUSTRIA DE TINTAS E VERNIZES LTDA";"R MARIA DOS A AGOSTINHO";"GRANJA ELIANA";"GUARULHOS";"SP";" ";"07251160";"";"58809203000103";"336254325115";" ";"";30/06/2020;"11 24131333";""
"11000392";"MARLUVAS EQUIPAMENTOS DE SEGURANCA LTDA";"RODOVIA DORES DE CAMPOS/BARROSO KM 2 AREA 1 GALPAO 1";"ZONA RURAL";"DORES DE CAMPOS";"MG";" ";"36213000";"";"19653054002047";"2300912710666";" ";"";05/08/2020;"32 36934000";""
"11000393";"MARLUVAS EQUIPAMENTOS DE SEGURANCA LTDA";"RUA JOSE CAMPOS";"D.I.DEMERVAL CHAGAS ALME";"MORRO DO FERRO";"MG";" ";"35540000";"";"19653054002802";"2300912711409";" ";"";05/08/2020;"";""
"11000394";"MARLUVAS EQUIPAMENTOS DE SEGURANCA LTDA";"RUA ANTONIO RODRIGUES NEVES";"VILA GUIMARAES, AREA 3";"CAMPO BELO";"MG";" ";"37270000";"";"19653054003019";"2300912711654";" ";"";24/02/2021;"32 36934000";""
"11000395";"PLASTINI SACOLAS LTDA";"ESTRADA VOVÓ CAROLINA";"GUAIANAZES";"SÃO PAULO";"SP";" ";"08473370";"";"41318898000128";"130867909119";" ";"";20/08/2021;"11 27313132";""
"11000396";"AIRZAP - ANEST IWATA IND. E COM. LTDA";"RUA PROFESSOR ESTEVAN LANGE ADRIEN";"JARDIM NOSSA SENHORA DO AMPARO";"LIMEIRA";"SP";" ";"13482280";"";"03685434000160";"417159251110";" ";"";17/11/2021;"";""
"11000397";"PLASTINI EMBALAGENS LTDA";"ESTRADA VOVÓ CAROLINA";"GUAIANAZES";"SÃO PAULO";"SP";" ";"08473370";"";"45007518000195";"134059142114";" ";"";22/04/2022;"11 27313132";""
"11000398";"NAVESA NACIONAL DE VEICULOS LTDA";"AVENIDA PIRES FERNANDES";"SETOR AEROPORTO";"GOIÂNIA";"GO";" ";"74070030";"";"01541838000155";"";" ";"";22/04/2022;"62 30182333";""
"11000399";"DOMINIO LOG TRANSPORTE E LOGISTICA LTDA";"RUA FORMOSA";"EMILIANO PERNETA";"PINHAIS";"PR";" ";"83325070";"";"84995265000167";"1050601818";" ";"";25/04/2022;"41 36683972";""
"11000400";"EMPRESTIMO CARVIC (AUTOCOAT BT)";"CIDADE DO AUTOMOVEL";"ZONA INDUSTRIAL (GUARÁ)";"BRASILIA";"DF";" ";"71250150";"";"07520211000102";"";" ";"";03/05/2022;"61 33011025";""
"11000401";"PSA EMBALAGENS EIRELI";"SAAN QUADRA";"ZONA INDUSTRIAL";"BRASILIA";"DF";" ";"70632200";"";"22836210000157";"";" ";"";09/05/2022;"61 98631158";""
"11000402";"DF ELETROTECNICA COM. MANUT. E LOC. DE EQUIP. ELET. EIRELI";"SIA TRECHO 17 RUA";"ZONA INDUSTRIAL (GUARÁ)";"BRASILIA";"DF";" ";"71200240";"";"31170338000115";"";" ";"";06/06/2022;"";""
"11000403";"COELHO & LIMEIRA LTDA";"CRS 511 BLOCO B";"ASA SUL";"BRASILIA";"DF";" ";"70361520";"";"26254782000189";"";" ";"";27/06/2022;"";""
"11000404";"GNRE";"SCIA QUADRA 14 CONJUNTO 10";"ZONA INDUSTRIAL (GUARÁ)";"BRASILIA";"DF";" ";"71250150";"";"36517206000130";"";" ";"";07/07/2022;"";""
"11000405";"DAUTO COMERCIO DE PRODUTOS EQUIPAMENTOS E SERVICOS AUTOMOTIV";"AVENIDA T 9";"JARDIM AMERICA";"GOIÂNIA";"GO";" ";"74255220";"";"46675949000192";"109360222";" ";"";13/10/2022;"";""
"11000406";"ONIRE COMERCIO IMPORTACAO E EXPORTACAO";"RUA GERALDO CORREIA";"VILA CARRÃO";"SÃO PAULO";"SP";" ";"03425020";"";"08180122000119";"";" ";"";20/10/2022;"11 38050551";""
"11000407";"COMERCIAL ALLFRA";"RUA ROBERTO KRIEGEL";"VILA ENDRES";"GUARULHOS";"SP";" ";"07043100";"";"17353313000126";"";" ";"";16/12/2022;"11 22033703";""
"11000409";"CAVALCANTE E SOUSA COMERCIO DE TINTAS LTDA";"SCIA QUADRA 13 CONJUNTO 3";"ZONA INDUSTRIAL (GUARÁ)";"BRASILIA";"DF";" ";"71250220";"";"45341944000160";"0811695300152";" ";"";04/01/2023;"61 32047000";""
"11000410";"SS LAZARINI INDUSTRIA E COMERCIO";"ESTRADA MUNICIPAL BENTO FERREIRA DE TOLEDO";"MINA";"ITUPEVA";"SP";" ";"13295000";"";"23375159000196";"388059435118";" ";"";06/01/2023;"14998100025";""
"11000411";"GLOBEX INDUSTRIA DE PLASTICOS E EMBALAGENS LTDA";"RUA VP 5E";"DISTRITO AGROINDUSTRIAL DE ANÁPOLIS";"ANÁPOLIS";"GO";" ";"75132125";"";"25268227000143";"107035740";" ";"";19/01/2023;"62 33100600";""
"11000412";"ZAZ TRANSPORTES E SERVICOS LOGISTICOS LTDA";"RUA EDUARDO FRONER";"PARQUE DAS NAÇÕES";"GUARULHOS";"SP";" ";"07243590";"";"15597216000234";"127730205113";" ";"";14/02/2023;"";""
"11000413";"Unipel Comercio de Importacao e Exportacao Ltda.";"RUA PANAMÁ";"PENHA";"RIO DE JANEIRO";"RJ";" ";"21020310";"";"45919848000157";"12430736";" ";"";10/03/2023;"21 39771722";""
"11000414";"MODULAR FLOOR INDUSTRIA, COMERCIO, IMPORTACAO E EXPORTACAO";"RUA SÍLVIO GILBERTO CHRISTMANN";"CANUDOS";"NOVO HAMBURGO";"RS";" ";"93544030";"";"43294076000180";"0860546179";" ";"";05/04/2023;"51 35279073";""
"11000415";"AKOS COMERCIO IMPORTACAO E EXPORTACAO LTDA";"Rua José Luiz da Rocha";"Camará";"SERRA";"ES";" ";"29164252";"";"29817321000165";"083417680";" ";"";27/04/2023;"";""
"11000416";"BERLINER DO BRASIL MOTORES LTDA";"RUA JANDAIA DO SUL";"EMILIANO PERNETA";"PINHAIS";"PR";" ";"83324440";"";"22662330000185";"9069667942";" ";"ALEXANDRE";27/04/2023;"41 30240085";""
"11000417";"J.BORIN COMERCIO";"AVENIDA PRESIDENTE JOÃO GOULART";"UMUARAMA";"OSASCO";"SP";" ";"06036048";"";"43377609000197";"120382771110";" ";"";13/06/2023;"";""
"11000418";"NÃO USAR 009";"RUA SN";"NA";"BRASILIA";"DF";" ";"00000000";"";"00000000000000";"";" ";"";23/06/2023;"";""
"11000420";"HEAVY DUTY COMERCIAL IMPORTADORA LTDA";"RUA BRESCIA";"MAUÁ";"COLOMBO";"PR";" ";"83413575";"";"33492169000165";"9081288264";" ";"";24/07/2023;"41 40427435";""
"11000421";"CASTOR FERRAMENTAS PARA PINTURA LTDA";"RUA ÁLVARES CABRAL";"SERRARIA";"DIADEMA";"SP";" ";"09980160";"";"12580468000181";"286168477111";" ";"";24/07/2023;"1140535911";""
"11000422";"GOIAS INDUSTRIA DE TINTAS LTDA";"VIA ACESSO 6";"CHÁCARAS MARIVÂNIA";"APARECIDA DE GOIÂNIA";"GO";" ";"74923150";"";"33791366000185";"107629186";" ";"";28/08/2023;"";""
"11000423";"MAZA PRODUTOS QUIMICOS LTDA";"Rua José Oleto";"Distrito Industrial II";"MOCOCA";"SP";" ";"13739070";"";"96230719000198";"453035568110";" ";"";05/09/2023;"1936562570";""
"11000424";"INOVA5 ENGENHARIA E GERACAO DE ENERGIA EIRELI";"CNA";"TAGUATINGA NORTE (TAGUATINGA)";"BRASILIA";"DF";" ";"72110035";"";"24823028000197";"0776852200182";" ";"";06/09/2023;"6141034746";""
"11000425";"MULTILONAS LTDA";"AVENIDA SÓCRATES MARIANI BITTENCOURT";"CINCO";"CONTAGEM";"MG";" ";"32010010";"";"23142693000152";"0026162320030";" ";"";19/02/2024;"31 35980223";""
"11000426";"GARTHEN INDUSTRIA E COMERCIO DE MAQUINAS LTDA";"RODOVIA BR-470";"MACHADOS";"NAVEGANTES";"SC";" ";"88371624";"";"82981721000194";"252198131";" ";"";22/02/2024;"04 72103415";""
"11000427";"CAPITAL ATACADISTA DA CONSTRUCAO LTDA";"CSG";"TAGUATINGA SUL (TAGUATINGA)";"BRASILIA";"DF";" ";"72035505";"";"26189776000195";"0778363400177";" ";"";15/03/2024;"61 30137950";""
"11000429";"ONKRAFT COMERCIO DE PAPEL E PAPELAO LTDA";"RUA LEÔNCIO CORREIA";"ÁGUA VERDE";"CURITIBA";"PR";" ";"80240320";"";"53172826000102";"9104313237";" ";"";28/03/2024;"41 99612866";""
"11000430";"DISSOLTEX IND QUIMICA LTDA";"RUA EPISCOPAL";"CENTRO";"SÃO CARLOS";"SP";" ";"13560970";"";"59599555000144";"637008446113";" ";"";20/06/2024;"55 16330640";""
"11000431";"ATLANTA INDUSTRIA, IMPORTACAO E COMERCIO LTDA";"RUA SENADOR CARLOS GOMES DE OLIVEIRA";"DISTRITO INDUSTRIAL";"SÃO JOSÉ";"SC";" ";"88104785";"";"29091109000163";"258542918";" ";"";04/07/2024;"48 32478977";""
"11000432";"MARTELENA ALMEIDA INDUSTRIA E COMERCIO DE TINTAS EIRELI";"RUA SANCLERLINO MENDONCA";"JARDIM GENUINA";"ABADIA DE GOIÁS";"GO";" ";"75345000";"";"35711701000113";"108503577";" ";"";04/07/2024;"62 99188591";""
"11000433";"VIAPOL LTDA.";"RODOVIA VITO ARDITO";"JARDIM CAMPO GRANDE";"CAÇAPAVA";"SP";" ";"12282535";"";"58681867000130";"234021642111";" ";"";24/07/2024;"55 12322130";""
"11000434";"OLIVEIRA COMERCIO DE GRANITINA LTDA";"ROD DF-240 KM 86 RODOVIA/BRAZLANDIA CHACARA 45";"VICENTE PIRES";"CIDADE CONVERSAO";"DF";" ";"72127991";"";"24838011000103";"0776850700161";" ";"";13/09/2024;"";""
"11000435";"CIMENTMIX DERIVADO DE CIMENTO LTDA";"RODOVIA DF-290";"PONTE ALTA NORTE (GAMA)";"BRASILIA";"DF";" ";"72426002";"";"29517603000147";"784236600198";" ";"";25/09/2024;"61 98596553";""
"11000436";"EUCATEX INDUSTRIA E COMERCIO LTDA";"ESTR MUN BOTUCATU-ITATINGA";"ZONA RURAL";"BOTUCATU";"SP";" ";"18600972";"";"14675270000530";"224100248117";" ";"";02/10/2024;"14 38115000";""
"11000437";"COMERCIAL CIRURGICA RIOCLARENSE LTDA";"RUA JOANNA RODRIGUES JONDRAL";"CILO 2";"LONDRINA";"PR";" ";"86067050";"";"67729178000572";"";" ";"";03/12/2024;"";""
"11000438";"ALV INDUSTRIA E COMERCIO DE TINTAS LTDA";"PARQUE INDUSTRIAL RIACHUELO";"PARQUE INDUSTRIAL";"CAMPINA GRANDE DO SUL";"PR";" ";"83430000";"";"05097254000193";"9030611389";" ";"";23/12/2024;"";""
"11000439";"REJUMASSA INDÚSTRIA, COMÉRCIO E TRANSPORTES DE REJUNTES LTDA";"VIA PRIMARIA 3";"DISTRITO AGROINDUSTRIAL DE APARECIDA DE GOIANIA";"APARECIDA DE GOIÂNIA";"GO";" ";"74993450";"";"14298891000119";"105124940";" ";"MARCELO/MORGANA";17/01/2025;"62992610619";""
"11000440";"ABS TINTAS 2 LTDA";"AVENIDA SENADOR COIMBRA BUENO";"JARDIM TRIANGULO";"FORMOSA";"GO";" ";"73808294";"";"56942547000160";"201801566";" ";"";31/01/2025;"";""
"11000441";"WD-40 COMPANY BRASIL LTDA";"AVENIDA RUI BARBOSA";"AFONSO PENA";"SÃO JOSÉ DOS PINHAIS";"PR";" ";"83045350";"";"02260769000174";"";" ";"HERON";06/02/2025;"";"61 35974526"
"11000442";"CONDOR PINCEIS LTDA";"RUA BARÃO DO RIO BRANCO";"CENTRO";"SÃO BENTO DO SUL";"SC";" ";"89280478";"";"09217430000304";"255571950";" ";"MARCELO";12/02/2025;"47 36312000";""
"11000443";"A&S TECHNOLOGIES INDUSTRIA E COMERCIO LTDA";"RODOVIA GOVERNADOR DOUTOR ADHEMAR PEREIRA DE BARROS";"SANTA ÚRSULA";"JAGUARIÚNA";"SP";" ";"13918006";"";"26658111000264";"395060081119";" ";"CESINHA";12/02/2025;"19 35129860";""
"11000444";"SIMAPPEL - SIMAO PEREIRA INDUSTRIA E COMERCIO DE PAPEIS LTDA";"ROD BR 040";"DISTRITO INDUSTRIAL";"SIMÃO PEREIRA";"MG";" ";"36123000";"";"03631764000173";"6750640750096";" ";"VIANNA";14/02/2025;"";"32 36123000"
"11000445";"BJC GRAVAÇÕES LTDA";"RUA JOAQUIM AVILA DE LIMA";"AURORA";"PALMITOS";"SC";" ";"89887000";"";"55856353000180";"263028666";" ";"";25/02/2025;"";""
"11000446";"QUIMICA AMARO LTDA";"RUA EMA GAZZI MAGNUSSON";"COMERCIAL VITÓRIA MARTINI";"INDAIATUBA";"SP";" ";"13347630";"";"54575854000125";"353618145119";" ";"";27/02/2025;"";""
"11000447";"BAIFER DISTRIBUIDORA DE FERRAMENTAS LTDA";"SHA CONJUNTO 4 CHÁCARA 87";"SETOR HABITACIONAL ARNIQUEIRA (ÁGUAS CLARAS)";"BRASILIA";"DF";" ";"71994505";"";"52005382000140";"824397000136";" ";"";28/02/2025;"61 33992220";""
"11000448";"RB REFINISH COMERCIAL ACESSORIOS LTDA";"RUA VICENTE FRANCO TOLENTINO";"PARQUE SANTA MADALENA";"SÃO PAULO";"SP";" ";"03982180";"";"43959312000130";"124535581110";" ";"";17/03/2025;"";"11 46754800"
"11000449";"CLEANER INDUSTRIA QUIMICA LTDA";"RUA MANOEL GOMES SANTOS";"J PRIMAVER";"CRAVINHOS";"SP";" ";"14140000";"";"60660065000195";"279008733119";" ";"";27/03/2025;"";""
"11000450";"A. RIBEIRO EQUIPAMENTOS LTDA";"RUA ANTHERO PAULO PEREIRA";"PIRES";"EXTREMA";"MG";" ";"37642620";"";"02011213000225";"49497030096";" ";"";27/03/2025;"";""
"11000451";"R CERVELLINI REVESTIMENTOS LTDA";"SAAN QUADRA";"ZONA INDUSTRIAL";"BRASILIA";"DF";" ";"70632500";"";"44865657000600";"0746352500240";" ";"";28/03/2025;"";""
"11000452";"SHERWIN-WILLIAMS DO BRASIL INDÚSTRIA E COMÉRCIO LTDA.";"AVENIDA IBIRAMA";"S J TADEU";"TABOÃO DA SERRA";"SP";" ";"06785000";"";"60872306000160";"675074683116";" ";"JEFFERSON";15/04/2025;"";""
"11000453";"ACOBOM INDUSTRIA COMERCIO E LOGISTICA LTDA";"AVENIDA DAS INDUSTRIAS";"POLO INDUSTRIAL";"SANTA BÁRBARA DE GOIÁS";"GO";" ";"75398000";"";"57723440000194";"201984415";" ";"ADOLFO";25/04/2025;"";"62984220840"
"11000454";"UNIFORTTE INDUSTRIA DE PLASTICOS LTDA";"RUA ANTONIO JASPER";"PORTO GRANDE";"ARAQUARI";"SC";" ";"89245000";"";"12554478000142";"256204993";" ";"ADOLFO";28/04/2025;"";""
"11000455";"OTTO BAUMGART IND E COM S/A";"RODOVIA ROMILDO PRADO ITATIBA-LOUVEIRA";"BAIRRO ITAPEMA";"ITATIBA";"SP";" ";"13255750";"";"60642774001209";"382095820116";" ";"ROBERTA";05/05/2025;"11 29025631";""
"11000456";"KARCHER IND E COM LTDA";"VIA MIGUEL MELHADO CAMPOS";"DISTRITO INDUSTRIAL";"VINHEDO";"SP";" ";"13288003";"";"47110960000178";"714053144116";" ";"";12/05/2025;"19 37969300";""
"11000457";"ALINE RAACK ALVES";"RUA DONA SALMA MARQUES";"CANUDOS";"NOVO HAMBURGO";"RS";" ";"93546620";"";"35751927000148";"0860540030";" ";"";12/05/2025;"51981076182";""
"11000458";"OPCAO COMERCIO ATACADISTA DE MATERIAIS DE CONSTRUCAO LTDA";"ST DE INDUSTRIA QI 21 LT 23 A 41";"SETOR INDUSTRIAL (CEILANDIA)";"BRASILIA";"DF";" ";"72265210";"";"17244285000109";"";" ";"";13/05/2025;"61 33742126";""
"11000459";"NOVA CASA DISTRIBUIDORA DE MATERIAIS PARA CONSTRUCAO S/A";"TR 05";"SANTA MARIA";"BRASILIA";"DF";" ";"72549515";"";"74200403000110";"";" ";"";16/05/2025;"61 30259566";""
"11000460";"OURENSE DO BRASIL INDUSTRIA DE ARTEFATOS DE METAL LTDA - EM";"EST RJ 127";"LAGES";"PARACAMBI";"RJ";" ";"26600000";"";"10277146000132";"";" ";"";23/05/2025;"21 40638191";""
"11000461";"PRIME DISTRIBUIDORA DE EMBALAGENS LTDA";"RUA AIMORES";"LOTEAMENTO SHANGRY-LA";"GOIÂNIA";"GO";" ";"74691420";"";"29261895000108";"107124386";" ";"";29/05/2025;"";""
"11000462";"POSTO SOARES BRAZ LTDA";"RUA VIRGILIO JUSTINIANO RIEIRO";"BARROCA";"UNAÍ";"MG";" ";"38610000";"";"03030492000156";"";" ";"";24/06/2025;"38 36775040";""
"11000463";"NOVA ROCHA INDUSTRIA DE TINTAS LTDA";"AVENIDA JATAI";"PARQUE INDUSTRIAL APARECIDA VICE-PRESIDENTE JOSE DE ALENCAR";"APARECIDA DE GOIÂNIA";"GO";" ";"74993495";"";"03005123000103";"103120939";" ";"";11/07/2025;"";""
"11000464";"POSTO SANSÃO";"AVENIDA ALFREDO NASSER";"PARQUE ESTRELA DALVA I";"LUZIÂNIA";"GO";" ";"72804010";"";"31761110000108";"";" ";"";17/07/2025;"61 30550158";""
"11000465";"IND DE PLASTICOS HERC LTDA";"AVENIDA SEVERO DULLIUS";"ANCHIETA";"PORTO ALEGRE";"RS";" ";"90200310";"";"92751858000882";"0960023020";" ";"EDNAUDO";17/07/2025;"51 30214943";"61999879557"
"11000466";"ATACADAO DAS TINTAS IRMAOS SOARES LTDA";"TRECHO SIA TRECHO 3";"ZONA INDUSTRIAL (GUARÁ)";"BRASILIA";"DF";" ";"71200031";"";"54111999000175";"";" ";"";23/07/2025;"";""
